station,date,depth_m,parameter,value,depth.measurement,datasource,sitetype,do_flag,flag
230,2010-09-13,9,DO_pctsat,94.4,actual,LMP DO,pelagic,NA,NA
230,2010-09-13,8,DO_pctsat,95.3,actual,LMP DO,pelagic,NA,NA
230,2010-09-13,7,DO_pctsat,95.3,actual,LMP DO,pelagic,NA,NA
230,1991-06-28,1,DO_mgl,8.2,actual,LMP DO,pelagic,NA,NA
230,1991-06-28,0.5,DO_mgl,8.2,actual,LMP DO,pelagic,NA,NA
230,1991-06-28,0.1,DO_mgl,8.4,actual,LMP DO,pelagic,NA,NA
230,1996-09-04,3,temp_C,22.2,actual,LMP DO,pelagic,NA,NA
230,1996-09-04,2,temp_C,22.5,actual,LMP DO,pelagic,NA,NA
230,1996-09-04,1,temp_C,23,actual,LMP DO,pelagic,NA,NA
230,1996-09-04,0.5,temp_C,23,actual,LMP DO,pelagic,NA,NA
230,2002-07-29,11,DO_pctsat,100.3,actual,LMP DO,pelagic,NA,NA
230,2002-07-29,10,DO_pctsat,104.6,actual,LMP DO,pelagic,NA,NA
230,2002-07-29,9,DO_pctsat,106.2,actual,LMP DO,pelagic,NA,NA
230,1987-08-11,13,temp_C,17.5,actual,LMP DO,pelagic,NA,NA
230,1987-08-11,12.5,temp_C,17.8,actual,LMP DO,pelagic,NA,NA
230,1987-08-11,12,temp_C,18,actual,LMP DO,pelagic,NA,NA
230,1987-08-11,11.5,temp_C,17.5,actual,LMP DO,pelagic,NA,NA
230,1996-10-16,11,DO_pctsat,87,actual,LMP DO,pelagic,NA,NA
230,2000-10-03,15,DO_mgl,6,actual,LMP DO,pelagic,NA,NA
230,2006-08-15,20,DO_mgl,5.18,actual,LMP DO,pelagic,NA,NA
230,2000-10-03,11,DO_mgl,9,actual,LMP DO,pelagic,NA,NA
230,1992-07-29,0.1,temp_C,20.5,actual,LMP DO,pelagic,NA,NA
230,2006-08-15,17,DO_mgl,5.48,actual,LMP DO,pelagic,NA,NA
230,2006-08-15,13,DO_mgl,6.02,actual,LMP DO,pelagic,NA,NA
230,2006-08-15,12,DO_mgl,6.5,actual,LMP DO,pelagic,NA,NA
230,2006-08-15,11,DO_mgl,6.6899999999999995,actual,LMP DO,pelagic,NA,NA
230,2004-09-20,16,temp_C,11.9,actual,LMP DO,pelagic,NA,NA
230,1993-07-31,5,temp_C,20.9,actual,LMP DO,pelagic,NA,NA
230,2009-05-26,7,DO_pctsat,90.2,actual,LMP DO,pelagic,NA,NA
230,2004-09-20,11,temp_C,18,actual,LMP DO,pelagic,NA,NA
230,2013-07-15,22,DO_pctsat,35.8,actual,LMP DO,pelagic,NA,NA
230,2013-07-15,21,DO_pctsat,49.7,actual,LMP DO,pelagic,NA,NA
230,2004-09-20,6,temp_C,18.2,actual,LMP DO,pelagic,NA,NA
230,1993-09-26,3,DO_mgl,8.5,actual,LMP DO,pelagic,NA,NA
230,1993-09-26,2,DO_mgl,8.5,actual,LMP DO,pelagic,NA,NA
230,1993-09-26,0.5,DO_mgl,8.6,actual,LMP DO,pelagic,NA,NA
230,1987-09-03,13,DO_pctsat,58,actual,LMP DO,pelagic,NA,NA
230,1987-09-03,12,DO_pctsat,63,actual,LMP DO,pelagic,NA,NA
230,1987-09-03,11.5,DO_pctsat,66,actual,LMP DO,pelagic,NA,NA
230,1996-09-04,21,DO_pctsat,20,actual,LMP DO,pelagic,NA,NA
230,1996-09-04,20,DO_pctsat,21,actual,LMP DO,pelagic,NA,NA
230,1996-09-04,15,DO_pctsat,37,actual,LMP DO,pelagic,NA,NA
230,1996-09-04,14,DO_pctsat,37,actual,LMP DO,pelagic,NA,NA
230,1995-09-30,1,DO_mgl,9.6,actual,LMP DO,pelagic,NA,NA
230,1995-09-30,0.5,DO_mgl,9.7,actual,LMP DO,pelagic,NA,NA
230,2016-09-28,8,DO_mgl,8.350000000000001,actual,LMP DO,pelagic,NA,NA
230,1995-06-01,14,DO_pctsat,87,actual,LMP DO,pelagic,NA,NA
230,1995-06-01,13,DO_pctsat,87,actual,LMP DO,pelagic,NA,NA
230,1995-06-01,12,DO_pctsat,87,actual,LMP DO,pelagic,NA,NA
230,1998-06-16,18,DO_pctsat,77,actual,LMP DO,pelagic,NA,NA
230,1993-08-24,19,DO_mgl,3.4,actual,LMP DO,pelagic,NA,NA
230,1998-06-16,9,DO_pctsat,100,actual,LMP DO,pelagic,NA,NA
230,1987-05-29,6.5,temp_C,12,actual,LMP DO,pelagic,NA,NA
230,2009-05-26,15,DO_mgl,9.68,actual,LMP DO,pelagic,NA,NA
230,1993-08-24,3,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
230,1993-08-24,2,DO_mgl,8.3,actual,LMP DO,pelagic,NA,NA
230,1987-05-29,0.1,temp_C,16,actual,LMP DO,pelagic,NA,NA
230,2001-08-21,25,temp_C,9.2,actual,LMP DO,pelagic,NA,NA
230,2018-06-18,16,DO_mgl,9.03,actual,LMP DO,pelagic,NA,NA
230,2018-06-18,15,DO_mgl,9.28,actual,LMP DO,pelagic,NA,NA
230,2001-08-21,20,temp_C,9.1,actual,LMP DO,pelagic,NA,NA
230,2014-06-09,20,DO_mgl,9.5,actual,LMP DO,pelagic,NA,NA
230,2014-06-09,19,DO_mgl,9.54,actual,LMP DO,pelagic,NA,NA
230,2014-06-09,18,DO_mgl,9.59,actual,LMP DO,pelagic,NA,NA
230,2014-06-09,15,DO_mgl,9.78,actual,LMP DO,pelagic,NA,NA
230,2014-06-09,14,DO_mgl,9.83,actual,LMP DO,pelagic,NA,NA
230,2014-06-09,11,DO_mgl,10.03,actual,LMP DO,pelagic,NA,NA
230,2014-06-09,10,DO_mgl,9.93,actual,LMP DO,pelagic,NA,NA
230,2014-06-09,9,DO_mgl,9.850000000000001,actual,LMP DO,pelagic,NA,NA
230,2014-06-09,8,DO_mgl,9.79,actual,LMP DO,pelagic,NA,NA
230,2014-06-09,7,DO_mgl,9.55,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,12,temp_C,12.5,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,11,temp_C,14.8,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,10,temp_C,15.5,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,9,temp_C,18.5,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,8,temp_C,18.8,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,7,temp_C,19,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,6,temp_C,19.5,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,5,temp_C,19.5,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,4,temp_C,19.5,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,3,temp_C,19.5,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,2,temp_C,19.8,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,1,temp_C,19.5,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,0.5,temp_C,19.5,actual,LMP DO,pelagic,NA,NA
230,1992-05-26,17,temp_C,7.1,actual,LMP DO,pelagic,NA,NA
230,1998-09-09,25,DO_mgl,2.2,actual,LMP DO,pelagic,NA,NA
230,1998-09-09,24,DO_mgl,3.2,actual,LMP DO,pelagic,NA,NA
230,1998-09-09,23,DO_mgl,4,actual,LMP DO,pelagic,NA,NA
230,1998-09-09,22,DO_mgl,4.2,actual,LMP DO,pelagic,NA,NA
230,1998-09-09,21,DO_mgl,4.8,actual,LMP DO,pelagic,NA,NA
230,2009-09-01,20,temp_C,10.8,actual,LMP DO,pelagic,NA,NA
230,1996-08-14,20,DO_pctsat,36,actual,LMP DO,pelagic,NA,NA
230,1996-08-14,19,DO_pctsat,36,actual,LMP DO,pelagic,NA,NA
230,1996-08-14,18,DO_pctsat,38,actual,LMP DO,pelagic,NA,NA
230,1996-08-14,17,DO_pctsat,40,actual,LMP DO,pelagic,NA,NA
230,1996-08-14,16,DO_pctsat,44,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,20,DO_mgl,5.55,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,19,DO_mgl,7.85,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,18,DO_mgl,8.02,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,17,DO_mgl,8.17,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,16,DO_mgl,8.3,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,15,DO_mgl,8.38,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,14,DO_mgl,8.52,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,13,DO_mgl,8.55,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,12,DO_mgl,8.709999999999999,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,11,DO_mgl,8.82,actual,LMP DO,pelagic,NA,NA
230,1996-08-14,6,DO_pctsat,95,actual,LMP DO,pelagic,NA,NA
230,1996-08-14,5,DO_pctsat,96,actual,LMP DO,pelagic,NA,NA
230,1996-08-14,4,DO_pctsat,96,actual,LMP DO,pelagic,NA,NA
230,1996-08-14,3,DO_pctsat,96,actual,LMP DO,pelagic,NA,NA
230,1996-08-14,2,DO_pctsat,97,actual,LMP DO,pelagic,NA,NA
230,1996-08-14,1,DO_pctsat,97,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,4,DO_mgl,8.57,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,3,DO_mgl,8.6,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,2,DO_mgl,8.56,actual,LMP DO,pelagic,NA,NA
230,2006-07-05,1,DO_mgl,8.51,actual,LMP DO,pelagic,NA,NA
230,1990-08-28,7.5,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
230,1990-08-28,7,DO_mgl,8.5,actual,LMP DO,pelagic,NA,NA
230,1990-08-28,6.5,DO_mgl,9,actual,LMP DO,pelagic,NA,NA
230,1999-09-02,7,DO_pctsat,103,actual,LMP DO,pelagic,NA,NA
230,1999-09-02,5,DO_pctsat,102,actual,LMP DO,pelagic,NA,NA
230,1999-09-02,4,DO_pctsat,104,actual,LMP DO,pelagic,NA,NA
230,1999-09-02,2,DO_pctsat,103,actual,LMP DO,pelagic,NA,NA
230,1999-09-02,1,DO_pctsat,97,actual,LMP DO,pelagic,NA,NA
230,1999-09-02,0.5,DO_pctsat,96,actual,LMP DO,pelagic,NA,NA
230,1994-09-14,2,DO_pctsat,90,actual,LMP DO,pelagic,NA,NA
230,1994-09-14,0.5,DO_pctsat,90,actual,LMP DO,pelagic,NA,NA
230,1996-10-16,1,temp_C,11.8,actual,LMP DO,pelagic,NA,NA
230,2019-09-30,0.626,temp_C,17.9,actual,LMP DO,pelagic,NA,NA
230,2004-08-23,20,DO_pctsat,32.5,actual,LMP DO,pelagic,NA,NA
230,2014-05-27,19,DO_mgl,10.41,actual,LMP DO,pelagic,NA,NA
230,2014-05-27,18,DO_mgl,10.47,actual,LMP DO,pelagic,NA,NA
230,2014-05-27,17,DO_mgl,10.46,actual,LMP DO,pelagic,NA,NA
230,2007-06-11,13,temp_C,9.7,actual,LMP DO,pelagic,NA,NA
230,2014-05-27,12,DO_mgl,10.5,actual,LMP DO,pelagic,NA,NA
230,2014-05-27,11,DO_mgl,10.450000000000001,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,20,temp_C,8.9,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,18,temp_C,8.9,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,17,temp_C,9.1,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,16,temp_C,9.1,actual,LMP DO,pelagic,NA,NA
230,2001-07-23,5,temp_C,21.5,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,14,temp_C,9.5,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,13,temp_C,10.2,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,12,temp_C,10.6,actual,LMP DO,pelagic,NA,NA
230,2015-06-22,12,temp_C,13,actual,LMP DO,pelagic,NA,NA
230,2015-06-22,11,temp_C,13.3,actual,LMP DO,pelagic,NA,NA
230,2015-06-22,10,temp_C,13.9,actual,LMP DO,pelagic,NA,NA
230,2015-06-22,8,temp_C,16.5,actual,LMP DO,pelagic,NA,NA
230,1991-08-27,11.5,temp_C,15.9,actual,LMP DO,pelagic,NA,NA
230,1987-05-29,0.5,DO_pctsat,90,actual,LMP DO,pelagic,NA,NA
230,1991-08-27,9.5,temp_C,21.1,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,0.5,temp_C,20.7,actual,LMP DO,pelagic,NA,NA
230,1993-07-31,4,DO_mgl,7.8,actual,LMP DO,pelagic,NA,NA
230,1993-07-31,3,DO_mgl,7.8,actual,LMP DO,pelagic,NA,NA
230,1993-07-31,2,DO_mgl,8,actual,LMP DO,pelagic,NA,NA
230,2001-08-21,21,DO_pctsat,33.1,actual,LMP DO,pelagic,NA,NA
230,2009-08-12,17,temp_C,11.3,actual,LMP DO,pelagic,NA,NA
230,2009-08-12,16,temp_C,11.4,actual,LMP DO,pelagic,NA,NA
230,1986-07-03,13,temp_C,14,actual,LMP DO,pelagic,NA,NA
230,2001-08-21,14,DO_pctsat,49.6,actual,LMP DO,pelagic,NA,NA
230,2006-05-31,18,DO_mgl,10.29,actual,LMP DO,pelagic,NA,NA
230,2006-05-31,17,DO_mgl,10.239999999999998,actual,LMP DO,pelagic,NA,NA
230,2006-05-31,16,DO_mgl,10.129999999999999,actual,LMP DO,pelagic,NA,NA
230,2006-05-31,15,DO_mgl,10.15,actual,LMP DO,pelagic,NA,NA
230,2001-08-21,10,DO_pctsat,82.2,actual,LMP DO,pelagic,NA,NA
230,1994-08-19,18,DO_pctsat,27.7,actual,LMP DO,pelagic,NA,NA
230,1994-08-19,17,DO_pctsat,30.5,actual,LMP DO,pelagic,NA,NA
230,1994-08-19,16,DO_pctsat,31.7,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,9,DO_pctsat,88,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,8,DO_pctsat,86,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,7,DO_pctsat,90,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,6,DO_pctsat,91,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,5,DO_pctsat,90,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,4,DO_pctsat,92,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,3,DO_pctsat,92,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,2,DO_pctsat,90,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,1,DO_pctsat,90,actual,LMP DO,pelagic,NA,NA
230,1996-07-24,0.5,DO_pctsat,89,actual,LMP DO,pelagic,NA,NA
230,2020-07-15,0.47200000000000003,cond_uscm,100.3,actual,LMP DO,pelagic,NA,NA
230,2018-09-17,9,temp_C,20.8,actual,LMP DO,pelagic,NA,NA
230,2018-09-17,8,temp_C,21.1,actual,LMP DO,pelagic,NA,NA
230,2000-07-24,2,DO_mgl,8.6,actual,LMP DO,pelagic,NA,NA
230,2004-07-26,21,DO_pctsat,54.8,actual,LMP DO,pelagic,NA,NA
230,2017-08-22,17,temp_C,10.7,actual,LMP DO,pelagic,NA,NA
230,2017-09-18,21,DO_pctsat,10.3,actual,LMP DO,pelagic,NA,NA
230,2017-08-22,19,temp_C,10.5,actual,LMP DO,pelagic,NA,NA
230,2017-08-22,20,temp_C,10.4,actual,LMP DO,pelagic,NA,NA
230,2017-08-22,11,temp_C,14.4,actual,LMP DO,pelagic,NA,NA
230,1987-08-11,11,temp_C,18,actual,LMP DO,pelagic,NA,NA
230,2005-08-22,14,DO_mgl,8.47,actual,LMP DO,pelagic,NA,NA
230,2005-08-22,13,DO_mgl,7.74,actual,LMP DO,pelagic,NA,NA
230,2005-08-22,12,DO_mgl,7.99,actual,LMP DO,pelagic,NA,NA
230,2012-07-23,16,temp_C,10.7,actual,LMP DO,pelagic,NA,NA
230,2012-07-23,15,temp_C,11.1,actual,LMP DO,pelagic,NA,NA
230,2008-07-01,21,DO_mgl,11.02,actual,LMP DO,pelagic,NA,NA
230,2008-07-01,20,DO_mgl,10.77,actual,LMP DO,pelagic,NA,NA
230,2008-07-01,19,DO_mgl,10.860000000000001,actual,LMP DO,pelagic,NA,NA
230,1989-07-25,13,DO_mgl,8.1,actual,LMP DO,pelagic,NA,NA
230,2005-08-22,3,DO_mgl,9.16,actual,LMP DO,pelagic,NA,NA
230,2005-08-22,2,DO_mgl,9.09,actual,LMP DO,pelagic,NA,NA
230,2005-08-22,1,DO_mgl,8.94,actual,LMP DO,pelagic,NA,NA
230,2005-08-22,0.5,DO_mgl,8.709999999999999,actual,LMP DO,pelagic,NA,NA
230,1996-06-12,15,temp_C,9,actual,LMP DO,pelagic,NA,NA
230,1996-06-12,13,temp_C,9.4,actual,LMP DO,pelagic,NA,NA
230,1996-06-12,9,temp_C,11.2,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,15,DO_pctsat,67,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,14,DO_pctsat,71,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,13,DO_pctsat,72,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,12,DO_pctsat,76,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,11,DO_pctsat,78,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,10,DO_pctsat,85,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,9,DO_pctsat,86,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,8,DO_pctsat,91,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,7,DO_pctsat,94,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,6,DO_pctsat,95,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,4,DO_pctsat,99,actual,LMP DO,pelagic,NA,NA
230,2018-08-13,4,temp_C,24.1,actual,LMP DO,pelagic,NA,NA
230,1996-07-02,1,DO_pctsat,99,actual,LMP DO,pelagic,NA,NA
230,2018-08-13,2,temp_C,24,actual,LMP DO,pelagic,NA,NA
230,2018-08-13,0.5,temp_C,23.7,actual,LMP DO,pelagic,NA,NA
230,2009-08-12,16,DO_pctsat,38.7,actual,LMP DO,pelagic,NA,NA
230,2009-08-12,15,DO_pctsat,45.4,actual,LMP DO,pelagic,NA,NA
230,2009-08-12,14,DO_pctsat,51.7,actual,LMP DO,pelagic,NA,NA
230,2009-08-12,12,DO_pctsat,62.8,actual,LMP DO,pelagic,NA,NA
230,2009-08-12,11,DO_pctsat,63.6,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,4,temp_C,22.3,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,5,temp_C,21.9,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,6,temp_C,21.5,actual,LMP DO,pelagic,NA,NA
230,2020-07-15,14.125,turb_NTU,0.23,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,8,temp_C,16.3,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,18,temp_C,10.5,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,10,temp_C,14.3,actual,LMP DO,pelagic,NA,NA
230,2020-07-15,12.076,turb_NTU,0.26,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,12,temp_C,13,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,13,temp_C,12.6,actual,LMP DO,pelagic,NA,NA
230,2017-08-22,0.5,DO_pctsat,105.9,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,15,temp_C,11.1,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,16,temp_C,10.8,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,20,temp_C,10.3,actual,LMP DO,pelagic,NA,NA
230,1998-07-20,2,DO_mgl,10.8,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,17,temp_C,10.7,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,7,temp_C,18.7,actual,LMP DO,pelagic,NA,NA
230,2020-07-15,0.47200000000000003,turb_NTU,0.03,actual,LMP DO,pelagic,NA,NA
230,1991-06-28,1,temp_C,22.6,actual,LMP DO,pelagic,NA,NA
230,1991-06-28,0.5,temp_C,22.6,actual,LMP DO,pelagic,NA,NA
230,2018-09-17,5,DO_pctsat,98.1,actual,LMP DO,pelagic,NA,NA
230,2018-09-17,4,DO_pctsat,99.3,actual,LMP DO,pelagic,NA,NA
230,2002-07-29,12,DO_mgl,9.75,actual,LMP DO,pelagic,NA,NA
230,2002-07-29,10,DO_mgl,9.31,actual,LMP DO,pelagic,NA,NA
230,2002-07-29,9,DO_mgl,9.41,actual,LMP DO,pelagic,NA,NA
230,1994-07-25,4,DO_pctsat,89,actual,LMP DO,pelagic,NA,NA
230,1998-07-06,20,DO_mgl,8.4,actual,LMP DO,pelagic,NA,NA
230,1994-07-25,0.5,DO_pctsat,89,actual,LMP DO,pelagic,NA,NA
230,2014-09-15,20,DO_pctsat,31.3,actual,LMP DO,pelagic,NA,NA
230,1998-07-06,17,DO_mgl,9.4,actual,LMP DO,pelagic,NA,NA
230,1997-09-10,11,DO_pctsat,71,actual,LMP DO,pelagic,NA,NA
230,1998-07-06,15,DO_mgl,8.8,actual,LMP DO,pelagic,NA,NA
230,1998-07-06,14,DO_mgl,9,actual,LMP DO,pelagic,NA,NA
230,1998-07-06,13,DO_mgl,9,actual,LMP DO,pelagic,NA,NA
230,1998-07-06,12,DO_mgl,9,actual,LMP DO,pelagic,NA,NA
230,1998-07-06,11,DO_mgl,9.2,actual,LMP DO,pelagic,NA,NA
230,1998-07-06,10,DO_mgl,9.4,actual,LMP DO,pelagic,NA,NA
230,2017-08-22,17,DO_pctsat,31.7,actual,LMP DO,pelagic,NA,NA
230,2017-08-22,19,DO_pctsat,27.4,actual,LMP DO,pelagic,NA,NA
230,2017-08-22,20,DO_pctsat,23.4,actual,LMP DO,pelagic,NA,NA
230,2000-10-03,18,temp_C,10.9,actual,LMP DO,pelagic,NA,NA
230,2017-08-22,10,DO_pctsat,79.1,actual,LMP DO,pelagic,NA,NA
230,2017-08-22,11,DO_pctsat,67.9,actual,LMP DO,pelagic,NA,NA
230,2009-06-22,3,temp_C,18.3,actual,LMP DO,pelagic,NA,NA
230,2018-08-13,23,temp_C,8.8,actual,LMP DO,pelagic,NA,NA
230,2018-08-13,22,temp_C,8.8,actual,LMP DO,pelagic,NA,NA
230,2018-08-13,21,temp_C,8.8,actual,LMP DO,pelagic,NA,NA
230,2001-06-25,2,DO_pctsat,117.3,actual,LMP DO,pelagic,NA,NA
230,2000-10-03,6,temp_C,15.8,actual,LMP DO,pelagic,NA,NA
230,2000-10-03,5,temp_C,15.8,actual,LMP DO,pelagic,NA,NA
230,2000-10-03,4,temp_C,15.9,actual,LMP DO,pelagic,NA,NA
230,2000-10-03,3,temp_C,15.9,actual,LMP DO,pelagic,NA,NA
230,2018-08-13,15,temp_C,9.9,actual,LMP DO,pelagic,NA,NA
230,2018-07-24,17,temp_C,9.4,actual,LMP DO,pelagic,NA,NA
230,2018-07-24,16,temp_C,9.5,actual,LMP DO,pelagic,NA,NA
230,2018-07-24,15,temp_C,9.7,actual,LMP DO,pelagic,NA,NA
230,2012-07-23,20,DO_pctsat,45.7,actual,LMP DO,pelagic,NA,NA
230,2012-07-23,19,DO_pctsat,46.1,actual,LMP DO,pelagic,NA,NA
230,2012-07-23,18,DO_pctsat,46.7,actual,LMP DO,pelagic,NA,NA
230,1993-09-26,9,temp_C,16.5,actual,LMP DO,pelagic,NA,NA
230,1993-09-26,7,temp_C,16.5,actual,LMP DO,pelagic,NA,NA
230,2009-07-13,18,DO_pctsat,57.3,actual,LMP DO,pelagic,NA,NA
230,1996-06-12,25,DO_pctsat,10,actual,LMP DO,pelagic,NA,NA
230,1996-06-12,23,DO_pctsat,19,actual,LMP DO,pelagic,NA,NA
230,2017-06-20,3,temp_C,19.2,actual,LMP DO,pelagic,NA,NA
230,2017-06-20,4,temp_C,18.4,actual,LMP DO,pelagic,NA,NA
230,2017-06-20,5,temp_C,17.6,actual,LMP DO,pelagic,NA,NA
230,2017-06-20,7,temp_C,15.1,actual,LMP DO,pelagic,NA,NA
230,2005-07-25,18,DO_mgl,8.4,actual,LMP DO,pelagic,NA,NA
230,2017-06-20,9,temp_C,14.1,actual,LMP DO,pelagic,NA,NA
230,2017-06-20,10,temp_C,13.7,actual,LMP DO,pelagic,NA,NA
230,2017-06-20,1,temp_C,20.5,actual,LMP DO,pelagic,NA,NA
230,2005-07-25,14,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
230,2017-06-20,12,temp_C,13.2,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,19,DO_pctsat,50.7,actual,LMP DO,pelagic,NA,NA
230,2017-06-20,18,temp_C,10.7,actual,LMP DO,pelagic,NA,NA
230,2005-07-25,7,DO_mgl,9.7,actual,LMP DO,pelagic,NA,NA
230,2005-07-02,6,DO_mgl,8.7,actual,LMP DO,pelagic,NA,NA
230,2005-06-27,18,DO_mgl,8.68,actual,LMP DO,pelagic,NA,NA
230,2005-06-27,17,DO_mgl,8.76,actual,LMP DO,pelagic,NA,NA
230,2005-06-27,16,DO_mgl,9.209999999999999,actual,LMP DO,pelagic,NA,NA
230,2018-08-13,4,DO_pctsat,97.1,actual,LMP DO,pelagic,NA,NA
230,2018-08-13,3,DO_pctsat,97.3,actual,LMP DO,pelagic,NA,NA
230,2005-06-27,13,DO_mgl,9.58,actual,LMP DO,pelagic,NA,NA
230,2018-08-13,1,DO_pctsat,97.9,actual,LMP DO,pelagic,NA,NA
230,2018-08-13,0.5,DO_pctsat,98.3,actual,LMP DO,pelagic,NA,NA
230,2005-06-27,7,DO_mgl,10.2,actual,LMP DO,pelagic,NA,NA
230,2005-06-27,6,DO_mgl,10.11,actual,LMP DO,pelagic,NA,NA
230,2005-06-27,4,DO_mgl,9.43,actual,LMP DO,pelagic,NA,NA
230,2005-06-27,2,DO_mgl,8.78,actual,LMP DO,pelagic,NA,NA
230,2005-06-27,1,DO_mgl,8.67,actual,LMP DO,pelagic,NA,NA
230,1995-09-30,9,temp_C,15.1,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,15,DO_pctsat,59.3,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,16,DO_pctsat,57.7,actual,LMP DO,pelagic,NA,NA
230,2015-09-21,8,DO_mgl,8.33,actual,LMP DO,pelagic,NA,NA
230,2017-07-18,17,DO_pctsat,56.2,actual,LMP DO,pelagic,NA,NA
230,1995-09-30,0.5,temp_C,15.5,actual,LMP DO,pelagic,NA,NA
230,2010-07-12,16,DO_mgl,6.2700000000000005,actual,LMP DO,pelagic,NA,NA
230,2016-09-28,19,temp_C,11.2,actual,LMP DO,pelagic,NA,NA
230,2016-09-28,17,temp_C,11.6,actual,LMP DO,pelagic,NA,NA
230,2010-07-12,5,DO_mgl,7.9,actual,LMP DO,pelagic,NA,NA
230,2010-07-12,4,DO_mgl,7.87,actual,LMP DO,pelagic,NA,NA
230,1993-08-24,11,temp_C,15.1,actual,LMP DO,pelagic,NA,NA
230,1993-08-24,10,temp_C,17.8,actual,LMP DO,pelagic,NA,NA
230,1993-08-24,9,temp_C,20,actual,LMP DO,pelagic,NA,NA
230,1992-07-29,15.5,DO_mgl,7.9,actual,LMP DO,pelagic,NA,NA
230,1992-07-29,15,DO_mgl,7.9,actual,LMP DO,pelagic,NA,NA
230,1992-07-29,14.5,DO_mgl,7.2,actual,LMP DO,pelagic,NA,NA
230,1992-07-29,14,DO_mgl,7.4,actual,LMP DO,pelagic,NA,NA
230,1992-07-29,13.5,DO_mgl,7.7,actual,LMP DO,pelagic,NA,NA
230,1992-07-29,13,DO_mgl,7.9,actual,LMP DO,pelagic,NA,NA
